d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0042.wav|Cricket khela ekhon Bangladesh-e onek jonopriyo.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0043.wav|Padma shetu amader gorbo.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0044.wav|Shundorbon-er horin ar bagh dekhte onek porjotok ashe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0045.wav|Cox's Bazar-er shomudro shoikot prithibir dirghotomo.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0046.wav|Shokale ghum theke otha shasther jonno upokari.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0047.wav|Mithya kotha bola mohapap.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0048.wav|Boroder shomman kora ebong chhotoder bhalobasha uchit.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0049.wav|Amader jatiyo kobi Kazi Nazrul Islam.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0050.wav|Rabindronath Thakur bishshokobi hishebe porichito.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0051.wav|Shubho jonmodin! Apnar dinti bhalo katuk.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0052.wav|Assalamualaikum, kemon achhen?|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0053.wav|Bidaybelay monta khub kharap hoye jay.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0054.wav|Ektu shahajjo korte parben ki?|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0055.wav|Duhkhito, ami apnar kotha bujhite parini.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0056.wav|Oronye rodon kore kono labh nei.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0057.wav|Akashe aj onek tara dekha jachhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0058.wav|Shomudrer nil jolorashi dekhle mon shanto hoy.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0059.wav|Paharer buk chire jhorna boye cholechhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0060.wav|Boshontokale kokiler gan shunte ki modhur lage!|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0061.wav|Shobuj bonani amader omullo shompod.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0062.wav|Jibjontur proti amader doyalu howa uchit.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0063.wav|Shohorer jibon onek besto ar kolaholpurno.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0064.wav|Gramer shanto poribesh monke anondo dæy.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0065.wav|Matir chulay ranna kora khabarer shad-i alada.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0066.wav|Borshar brishtite bhije kanchli khawar din-gulo mone pore.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0067.wav|Rater bela bagane hasnahenar gondho mo mo kore.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0068.wav|Pujor chhuti-te bari jayar anondo-i alada.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0069.wav|Pohela Boishakh-e noboborshor utsob ron'gin hoye othe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0070.wav|Bangalir baro mashe tero parbon.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0071.wav|Apni ki amar shathe ekmot?|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0072.wav|Ei khoborti shune ami khub obak holam.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0073.wav|Chup kore boshe na thake kaj shuru koro.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0074.wav|Dhoirjo dhorun, bhalo phol oboshshoy paben.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0075.wav|She ki gotokal ekhane eshechhilo?|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0076.wav|Na, she kalke asheni.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0077.wav|Agamikal ekti joruri meeting achhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0078.wav|Amar laptop-ti hothat kaj kora bondho kore diyechhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0079.wav|Phone-ti charge-e dewa dorkar.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0080.wav|Ektu jol pawa jabe ki? Ami khub trishnarto.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0081.wav|Ajker khabarta khub jhal hoyeachhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0082.wav|Mishti doi khete amar khub bhalo lage.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0083.wav|Bajare ilish machher dam onek bere gechhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0084.wav|Pholer raja am, ja shobar priyo.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0085.wav|Rater bela pora-shona korte amar shubidha hoy.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0086.wav|Bhore hantle mon ebong shorir dui-i bhalo thake.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0087.wav|Library-te shantite boi pora jay.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0088.wav|Tiffine bondhuder shathe adda dewa khub mojar.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0089.wav|Shiter shokale rode boshe thakar aram-i alada.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0090.wav|Poronto bikele akasher ron'g lal hoye jay.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0091.wav|Jhoro haoway gachher pata norchhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0092.wav|Ondhokar rate chander alo poth dekhay.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0093.wav|Manusher bipode egiye asha amader dayitto.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0094.wav|Ektai bol, e-i amader mulmontro.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0095.wav|Shwabolombi howa jiboner boro shaphollo.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0096.wav|Mon diye kaj korle joy nishchito.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0097.wav|Kokhono hal chhere diyo na.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0098.wav|Bhobishshoter kotha bhabe kaj kora budhimaner lokkhon.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0099.wav|Ma-babar doa jiboner boro shompod.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0100.wav|Shanti ar bhalobasha diye prithibi joy kora shombhob.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0101.wav|Bignan o projuktir utkrorsho amader jibondhara bodle dichhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0102.wav|Sukkhmo bicharbudhi shomponno manusher shonkhya kromosho komchhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0103.wav|Prakritik durjog mokabila-i agam proshutir proyojon onoshwikarjo.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0104.wav|Sahityochorchā manusher moner shonkirnoto dur korte shahajjo kore.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0105.wav|Oshamanno panditto orjon korte hole prochur odhyoboshayer dorkar.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0106.wav|Biporjoyer mukhe-o jara obichol thake tarai prokrit bir.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0107.wav|Itihasher pataj onek sthapotto-shoilir bornona pawa jay.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0108.wav|Poribesh dushon rodhe plasticker byabohar borjon kora uchit.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0109.wav|Shon'gskritir adanprodan bibhinno jatir modhye moitri sthapon kore.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0110.wav|Krittrim budhimotta bhobishshoter shilpo biplober mul karigor hobe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0111.wav|Tibro dabdōhe jonojibon najehal hoye porechhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0112.wav|Khūdro riner madhyome gramin orthonitir obhutopurbo unnoyon ghotechhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0113.wav|Onibarjo karon-boshoto ajker onushthanti sthogito ghoshona kora holo.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0114.wav|Kothor shringkholaboddho jibon-i shapholler chabikathi.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0115.wav|Bangla bhashar shobdobhandar otyonto riddho ebong boichitromoy.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0116.wav|Khudhārto shishuke ek mutho onno dan kora porom dhormo.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0117.wav|Nishthur shotto onek shomoy mene neowa khub kothin kaj.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0118.wav|Uchchhringkhol achoron shamajik shringkholar poriponthi.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0119.wav|Jotil shomikoron shomadhan korte gobhir monojogger proyojon.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0120.wav|Shurjaster roktim abha akashke ek oporup shaje shajaj.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0121.wav|Shustho shomaj gothone noitik shikkhar guruttho oporishim.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0122.wav|Odommo ichchha thakle jekono badha otikrom kora jay.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0123.wav|Bishmoykor ei prithibi rohosshye ghera.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0124.wav|Ohon'gkar manusher poton deke ane.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0125.wav|Shotota o nishtthār shathe dayitto palon kora uchit.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0126.wav|Probol jōlochchhashe upokulijo elaka plabito hoyeachhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0127.wav|Budhiman manush shomoyer shodbbyabohar kore.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0128.wav|Shoundorjo kebol bahjik noy, ta manusher ontore-o thake.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0129.wav|Bikhhyato monishider jiboni theke onek kichhu shikkhar achhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0130.wav|Poromot-shohishnuta gonotontrer onyotom prodhan stombho.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0131.wav|Biplobi chetona onyjaj o obicharer biruddhe lorai korte shikhaj.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0132.wav|Shomudrer uttal toron'gge nouka chalano besh bipodjonok.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0133.wav|Bishshajon shara bishshoke ek bishshograme porinoto koreeachhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0134.wav|Ondhobishshash shomajke ondhokarer dike thele dæy.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0135.wav|Bimorsho chitte kono bhalo kaj kora jay na.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0136.wav|Prokhor roudre mather phatol brishtir protikkhay thake.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0137.wav|Khoma mohotthwer lokkhon.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0138.wav|Jibonshon'ggrame tike thakle hole dokkhotar proyojon.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0139.wav|Sharthoporota bondhuttwer pothe boro badha.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0140.wav|Ondhokar rate prodiper alo poth dekhay.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0141.wav|Gnan orjoner kono shesh nei.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0142.wav|Mounota onek shomoy shommotir lokkhon bole bicharito hoy.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0143.wav|Opurbo ei jhornir shoundorjo dekhe ami mugdho.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0144.wav|Oshohay manusher pashe dārāno amader noitik dayitto.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0145.wav|Bishri shopno dekhe ami majhrate jege uthlam.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0146.wav|Brishtir jhirjhir shobde ghumta khub bhalo hoy.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0147.wav|Shohor jure ron'gin alor jholkani dekha jachhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0148.wav|Manusher choritro tar kormer madhyome phute othe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0149.wav|Otipriokto dushtchinta shasther khoti kore.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0150.wav|Boi manusher nittodin-er shongi ebong shreshtho upohar.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0151.wav|Odhoirjo howa manej porajoyer pothe pa bārāno.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0152.wav|Prottonto onchole shastho-sheba poushechhe dewa shorkater lokkho.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0153.wav|Akoshshmik bonyaj phosholer bæpok khoykhoti hoyeachhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0154.wav|Oitihashik nirdoshon-gulo amader gourōbmoy otiter shakkhi.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0155.wav|Oshlil bhasha shustho ruchir porichoy noy.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0156.wav|Ogonit manusher attotyager binimoye amra shadhinota peyechhi.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0157.wav|Shushthu porikolponai kajer ordhek shopholota ene dæy.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0158.wav|Brikkhoropon obhijaner madhyome desh shobujayon kora shombhob.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0159.wav|Osthir mon nije shothik shidhanto neowa jay na.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0160.wav|Nittoproyojoniyo jinisher dam barle shadharon manusher koshto hoy.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0161.wav|Shikkhai jatir bhobishshot unnoyoner mul chabikathi.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0162.wav|Shot kormer phol shorboda mishti hoy.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0163.wav|Ojo gãje thekeo she deshkhhyato protibha orjon koreeachhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0164.wav|Tibro protijogitar bajare tike thaka besh challenging.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0165.wav|Oprottyashito shaphollye she attohara hoye porechhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0166.wav|Biporjoyer shomoye dhoirjo dhorai shreshtho gun.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0167.wav|Ojoshro tarar melaj akashta aj khub shundor.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0168.wav|Shantipurno shomadhan-i dirghomejadi unnoynir poth proshosto kore.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0169.wav|Okal borshone krishoker mukhe chintar bhānj porechhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0170.wav|Uchchhatshōbhilashi hote giye nijer shikor-ke bhule jeo na.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0171.wav|Binito achoron shobar mon joy kore njæy.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0172.wav|Onjyajkarir shashti howa njaibicharer drishtanto.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0173.wav|Bichitro ei dhoronir porote porote bishmoy royechhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0174.wav|Shringkholito jibon dirghosthaji shaphollyer bhitti sthapon kore.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0175.wav|Oshim akashe shada megher bhela bheshe berachhe.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0176.wav|Bikhhyato monishider bani amader onupranito kore.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0177.wav|Nishthur prithibir majhajale aboddho amra shobai.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0178.wav|Shotota shreshtho shompod, ja kere neowa jay na.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0179.wav|Ognimurtite kotha bolle shomoshshar shomadhan hoy na.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0180.wav|Shobuj prokrito amader klanti dur kore proshanti dæy.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0181.wav|Bishmoykor protibhar odhikari lok-tike ami chini.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0182.wav|Odommo spriha manush-ke lokkhosthole poushechhe dæy.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0183.wav|Bishushko prantore brishtir jol notun praner shonchar kore.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0184.wav|Ottjachari shashoker poton onibarjo.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0185.wav|Shushthu shomaj gorde noitik mullobodher proyojon khub beshi.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0186.wav|Ohon'gkari howa budhimaner porichoy noy.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0187.wav|Probol ichchha-shakti thakle pahar-ke joy kora shombhob.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0188.wav|Obichol lokkho shaphollyer ordhek nishchoyota prodan kore.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0189.wav|Bimorsho diner sheshe ek phali hashi onek dami.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0190.wav|Oshombhob-ke shombhob korai manusher bisheshotto.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0191.wav|Sukkhmo kaj korte gele nikut monojog lage.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0192.wav|Porichchhonno poribesh shustho thakar prothom shorto.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0193.wav|Biporit poristhitite-o shanto thaka ekti birol gun.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0194.wav|Okatto proman chhara kaoke doshi shabbesto kora jayej noy.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0195.wav|Bikhhyato ei mondirer sthapotto mon kere njæy.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0196.wav|Shurjalok vitamin D-er ekti bhalo utsob.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0197.wav|Oshot shon'gge theke nijer jibon noshto koro na.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0198.wav|Bignan o projuktir loraije medhai boro hatiyar.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0199.wav|Okritrim bhalobasha prithibike bodle dite pare.|user
d:\GitHub\Kokoro_tts_module\data\bengali\xtts\wavs\0200.wav|Biplobi mon kono onyjaj mene nite pare na.|user
