dataset/0101/audio.wav|Bignan o projuktir utkrorsho amader jibondhara bodle dichhe.
dataset/0102/audio.wav|Sukkhmo bicharbudhi shomponno manusher shonkhya kromosho komchhe.
dataset/0103/audio.wav|Prakritik durjog mokabila-i agam proshutir proyojon onoshwikarjo.
dataset/0104/audio.wav|Sahityochorchā manusher moner shonkirnoto dur korte shahajjo kore.
dataset/0105/audio.wav|Oshamanno panditto orjon korte hole prochur odhyoboshayer dorkar.
dataset/0106/audio.wav|Biporjoyer mukhe-o jara obichol thake tarai prokrit bir.
dataset/0107/audio.wav|Itihasher pataj onek sthapotto-shoilir bornona pawa jay.
dataset/0108/audio.wav|Poribesh dushon rodhe plasticker byabohar borjon kora uchit.
dataset/0109/audio.wav|Shon'gskritir adanprodan bibhinno jatir modhye moitri sthapon kore.
dataset/0110/audio.wav|Krittrim budhimotta bhobishshoter shilpo biplober mul karigor hobe.
dataset/0111/audio.wav|Tibro dabdōhe jonojibon najehal hoye porechhe.
dataset/0112/audio.wav|Khūdro riner madhyome gramin orthonitir obhutopurbo unnoyon ghotechhe.
dataset/0113/audio.wav|Onibarjo karon-boshoto ajker onushthanti sthogito ghoshona kora holo.
dataset/0114/audio.wav|Kothor shringkholaboddho jibon-i shapholler chabikathi.
dataset/0115/audio.wav|Bangla bhashar shobdobhandar otyonto riddho ebong boichitromoy.
dataset/0116/audio.wav|Khudhārto shishuke ek mutho onno dan kora porom dhormo.
dataset/0117/audio.wav|Nishthur shotto onek shomoy mene neowa khub kothin kaj.
dataset/0118/audio.wav|Uchchhringkhol achoron shamajik shringkholar poriponthi.
dataset/0119/audio.wav|Jotil shomikoron shomadhan korte gobhir monojogger proyojon.
dataset/0120/audio.wav|Shurjaster roktim abha akashke ek oporup shaje shajaj.
dataset/0121/audio.wav|Shustho shomaj gothone noitik shikkhar guruttho oporishim.
dataset/0122/audio.wav|Odommo ichchha thakle jekono badha otikrom kora jay.
dataset/0123/audio.wav|Bishmoykor ei prithibi rohosshye ghera.
dataset/0124/audio.wav|Ohon'gkar manusher poton deke ane.
dataset/0125/audio.wav|Shotota o nishtthār shathe dayitto palon kora uchit.
dataset/0126/audio.wav|Probol jōlochchhashe upokulijo elaka plabito hoyeachhe.
dataset/0127/audio.wav|Budhiman manush shomoyer shodbbyabohar kore.
dataset/0128/audio.wav|Shoundorjo kebol bahjik noy, ta manusher ontore-o thake.
dataset/0129/audio.wav|Bikhhyato monishider jiboni theke onek kichhu shikkhar achhe.
dataset/0130/audio.wav|Poromot-shohishnuta gonotontrer onyotom prodhan stombho.
dataset/0131/audio.wav|Biplobi chetona onyjaj o obicharer biruddhe lorai korte shikhaj.
dataset/0132/audio.wav|Shomudrer uttal toron'gge nouka chalano besh bipodjonok.
dataset/0133/audio.wav|Bishshajon shara bishshoke ek bishshograme porinoto koreeachhe.
dataset/0134/audio.wav|Ondhobishshash shomajke ondhokarer dike thele dæy.
dataset/0135/audio.wav|Bimorsho chitte kono bhalo kaj kora jay na.
dataset/0136/audio.wav|Prokhor roudre mather phatol brishtir protikkhay thake.
dataset/0137/audio.wav|Khoma mohotthwer lokkhon.
dataset/0138/audio.wav|Jibonshon'ggrame tike thakle hole dokkhotar proyojon.
dataset/0139/audio.wav|Sharthoporota bondhuttwer pothe boro badha.
dataset/0140/audio.wav|Ondhokar rate prodiper alo poth dekhay.
dataset/0141/audio.wav|Gnan orjoner kono shesh nei.
dataset/0142/audio.wav|Mounota onek shomoy shommotir lokkhon bole bicharito hoy.
dataset/0143/audio.wav|Opurbo ei jhornir shoundorjo dekhe ami mugdho.
dataset/0144/audio.wav|Oshohay manusher pashe dārāno amader noitik dayitto.
dataset/0145/audio.wav|Bishri shopno dekhe ami majhrate jege uthlam.
dataset/0146/audio.wav|Brishtir jhirjhir shobde ghumta khub bhalo hoy.
dataset/0147/audio.wav|Shohor jure ron'gin alor jholkani dekha jachhe.
dataset/0148/audio.wav|Manusher choritro tar kormer madhyome phute othe.
dataset/0149/audio.wav|Otipriokto dushtchinta shasther khoti kore.
dataset/0150/audio.wav|Boi manusher nittodin-er shongi ebong shreshtho upohar.
dataset/0151/audio.wav|Odhoirjo howa manej porajoyer pothe pa bārāno.
dataset/0152/audio.wav|Prottonto onchole shastho-sheba poushechhe dewa shorkater lokkho.
dataset/0153/audio.wav|Akoshshmik bonyaj phosholer bæpok khoykhoti hoyeachhe.
dataset/0154/audio.wav|Oitihashik nirdoshon-gulo amader gourōbmoy otiter shakkhi.
dataset/0155/audio.wav|Oshlil bhasha shustho ruchir porichoy noy.
dataset/0156/audio.wav|Ogonit manusher attotyager binimoye amra shadhinota peyechhi.
dataset/0157/audio.wav|Shushthu porikolponai kajer ordhek shopholota ene dæy.
dataset/0158/audio.wav|Brikkhoropon obhijaner madhyome desh shobujayon kora shombhob.
dataset/0159/audio.wav|Osthir mon nije shothik shidhanto neowa jay na.
dataset/0160/audio.wav|Nittoproyojoniyo jinisher dam barle shadharon manusher koshto hoy.
dataset/0161/audio.wav|Shikkhai jatir bhobishshot unnoyoner mul chabikathi.
dataset/0162/audio.wav|Shot kormer phol shorboda mishti hoy.
dataset/0163/audio.wav|Ojo gãje thekeo she deshkhhyato protibha orjon koreeachhe.
dataset/0164/audio.wav|Tibro protijogitar bajare tike thaka besh challenging.
dataset/0165/audio.wav|Oprottyashito shaphollye she attohara hoye porechhe.
dataset/0166/audio.wav|Biporjoyer shomoye dhoirjo dhorai shreshtho gun.
dataset/0167/audio.wav|Ojoshro tarar melaj akashta aj khub shundor.
dataset/0168/audio.wav|Shantipurno shomadhan-i dirghomejadi unnoynir poth proshosto kore.
dataset/0169/audio.wav|Okal borshone krishoker mukhe chintar bhānj porechhe.
dataset/0170/audio.wav|Uchchhatshōbhilashi hote giye nijer shikor-ke bhule jeo na.
dataset/0171/audio.wav|Binito achoron shobar mon joy kore njæy.
dataset/0172/audio.wav|Onjyajkarir shashti howa njaibicharer drishtanto.
dataset/0173/audio.wav|Bichitro ei dhoronir porote porote bishmoy royechhe.
dataset/0174/audio.wav|Shringkholito jibon dirghosthaji shaphollyer bhitti sthapon kore.
dataset/0175/audio.wav|Oshim akashe shada megher bhela bheshe berachhe.
dataset/0176/audio.wav|Bikhhyato monishider bani amader onupranito kore.
dataset/0177/audio.wav|Nishthur prithibir majhajale aboddho amra shobai.
dataset/0178/audio.wav|Shotota shreshtho shompod, ja kere neowa jay na.
dataset/0179/audio.wav|Ognimurtite kotha bolle shomoshshar shomadhan hoy na.
dataset/0180/audio.wav|Shobuj prokrito amader klanti dur kore proshanti dæy.
dataset/0181/audio.wav|Bishmoykor protibhar odhikari lok-tike ami chini.
dataset/0182/audio.wav|Odommo spriha manush-ke lokkhosthole poushechhe dæy.
dataset/0183/audio.wav|Bishushko prantore brishtir jol notun praner shonchar kore.
dataset/0184/audio.wav|Ottjachari shashoker poton onibarjo.
dataset/0185/audio.wav|Shushthu shomaj gorde noitik mullobodher proyojon khub beshi.
dataset/0186/audio.wav|Ohon'gkari howa budhimaner porichoy noy.
dataset/0187/audio.wav|Probol ichchha-shakti thakle pahar-ke joy kora shombhob.
dataset/0188/audio.wav|Obichol lokkho shaphollyer ordhek nishchoyota prodan kore.
dataset/0189/audio.wav|Bimorsho diner sheshe ek phali hashi onek dami.
dataset/0190/audio.wav|Oshombhob-ke shombhob korai manusher bisheshotto.
dataset/0191/audio.wav|Sukkhmo kaj korte gele nikut monojog lage.
dataset/0192/audio.wav|Porichchhonno poribesh shustho thakar prothom shorto.
dataset/0193/audio.wav|Biporit poristhitite-o shanto thaka ekti birol gun.
dataset/0194/audio.wav|Okatto proman chhara kaoke doshi shabbesto kora jayej noy.
dataset/0195/audio.wav|Bikhhyato ei mondirer sthapotto mon kere njæy.
dataset/0196/audio.wav|Shurjalok vitamin D-er ekti bhalo utsob.
dataset/0197/audio.wav|Oshot shon'gge theke nijer jibon noshto koro na.
dataset/0198/audio.wav|Bignan o projuktir loraije medhai boro hatiyar.
dataset/0199/audio.wav|Okritrim bhalobasha prithibike bodle dite pare.
dataset/0200/audio.wav|Biplobi mon kono onyjaj mene nite pare na.
